Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C9263-H,P75544-U,Ryan Borra,2024-11-09,Health,Vehicle,143653,143653,8136,385878,Pune,West,114,Light Rain,House Damage,Mobile App,25,Female,Settled,5,Yes,0.37
C8720-V,P36420-Y,Eshani Basu,2024-12-09,Agriculture,Health,173207,173207,48785,422719,Delhi,North,84,Heavy Rain,House Damage,Agent,70,Female,Pending,23,No,0.41
C7643-C,P72353-W,Zain Hegde,2024-01-12,Vehicle,Health,73361,73361,29115,152589,Lucknow,North,107,Heavy Rain,House Damage,Online,63,Male,Settled,4,No,0.48
C9993-B,P52292-I,Raghav Khanna,2024-05-23,Health,Property,150913,150913,30773,357412,Kolkata,East,65,Heavy Rain,Crop Loss,Online,69,Other,Settled,11,No,0.42
C6601-D,P74684-Z,Neelofar Rout,2024-06-01,Agriculture,Property,212425,212425,14273,427811,Lucknow,North,143,Light Rain,Flood Damage,Branch,41,Female,Settled,15,No,0.5
C4980-I,P96725-M,Ishaan Mann,2024-01-29,Agriculture,Agriculture,211919,211919,42360,511297,Lucknow,North,251,Heavy Rain,Flood Damage,Agent,25,Female,Settled,11,No,0.41
C2709-G,P34742-W,Shanaya Deshmukh,2024-11-06,Health,Health,42114,30533,28722,103097,Jaipur,North,73,Moderate Rain,Hospitalization,Online,23,Female,Pending,9,No,0.41
C6177-U,P49893-Q,Divit Setty,2024-06-24,Vehicle,Life,140780,140780,22134,354681,Hyderabad,South,55,Heavy Rain,Flood Damage,Online,67,Other,Settled,11,No,0.4
C9757-B,P87963-L,Emir Chauhan,2024-12-25,Vehicle,Health,40689,40689,26933,175274,Kolkata,East,130,Light Rain,Hospitalization,Branch,32,Male,Rejected,29,No,0.23
C2818-K,P94813-C,Inaaya  Barad,2024-09-28,Property,Life,348799,348799,30933,476366,Chennai,South,59,Moderate Rain,Flood Damage,Mobile App,59,Female,Settled,26,No,0.73
C4058-K,P51391-T,Zara Chana,2024-04-22,Agriculture,Property,119387,119387,45429,399860,Delhi,North,273,Moderate Rain,Flood Damage,Branch,36,Female,Pending,18,No,0.3
C2801-T,P81013-O,Eshani Chada,2024-04-22,Agriculture,Life,88007,88007,17640,156110,Bangalore,South,58,Light Rain,Crop Loss,Mobile App,55,Other,Settled,15,No,0.56
C8399-U,P29781-F,Taimur Badal,2024-02-21,Property,Agriculture,270517,270517,23175,391940,Mumbai,West,160,Moderate Rain,House Damage,Branch,37,Male,Settled,6,No,0.69
C4279-P,P84926-F,Ayesha Bhakta,2024-02-26,Vehicle,Property,86986,86986,34409,354322,Bangalore,South,228,Light Rain,Crop Loss,Online,70,Male,Pending,29,No,0.25
C5849-G,P48152-N,Mannat Kar,2024-04-23,Vehicle,Vehicle,89802,89802,44997,163981,Chennai,South,104,Light Rain,House Damage,Online,33,Other,Settled,12,No,0.55
C2602-X,P55867-C,Prerak Gala,2024-11-09,Agriculture,Agriculture,293495,293495,24678,479565,Lucknow,North,236,Moderate Rain,House Damage,Branch,57,Female,Rejected,14,No,0.61
C3108-A,P55258-N,Gatik Barad,2024-03-06,Agriculture,Property,125313,125313,7890,238404,Lucknow,North,83,Flood,Flood Damage,Branch,20,Other,Settled,15,No,0.53
C1305-F,P26113-R,Kiara Choudhury,2024-06-20,Vehicle,Vehicle,87267,87267,36632,373257,Pune,West,83,Flood,Hospitalization,Mobile App,23,Female,Pending,20,No,0.23
C6697-V,P24706-M,Priyansh Ranganathan,2024-12-27,Health,Vehicle,174875,174875,13267,330227,Kolkata,East,291,Flood,House Damage,Agent,31,Other,Settled,18,No,0.53
C5853-J,P30712-A,Adah Soman,2024-12-06,Agriculture,Vehicle,248061,248061,32153,342851,Jaipur,North,61,Moderate Rain,House Damage,Branch,65,Male,Pending,8,No,0.72
C6476-X,P93654-L,Anya Sharaf,2024-02-22,Health,Life,184406,184406,12545,235363,Delhi,North,218,Flood,Crop Loss,Online,49,Other,Pending,7,No,0.78
C9178-H,P19940-P,Pihu Ghosh,2024-07-08,Vehicle,Agriculture,141015,141015,49757,233017,Ahmedabad,West,99,Flood,Road Accident,Branch,47,Male,Settled,21,No,0.61
C1426-K,P70460-K,Lakshay D’Alia,2024-05-28,Vehicle,Health,47906,47906,24245,161811,Lucknow,North,167,Heavy Rain,Road Accident,Agent,29,Other,Settled,8,No,0.3
C1197-R,P87111-T,Damini Sarma,2024-12-22,Health,Agriculture,56575,56575,8485,346893,Chennai,South,275,Moderate Rain,Hospitalization,Agent,22,Female,Settled,19,No,0.16
C5456-T,P62556-W,Mohanlal Gera,2024-02-02,Health,Life,38896,38896,34994,149583,Pune,West,133,Heavy Rain,Road Accident,Mobile App,51,Female,Settled,13,No,0.26
C2306-Z,P17241-N,Kiara De,2024-02-10,Health,Property,185291,114361,8177,415743,Jaipur,North,278,Light Rain,Hospitalization,Online,37,Female,Rejected,11,No,0.45
C1668-B,P74990-U,Emir Sidhu,2024-05-04,Vehicle,Health,122557,122557,17855,240247,Kolkata,East,172,Heavy Rain,House Damage,Agent,63,Male,Settled,23,No,0.51
C8590-Z,P27424-L,Elakshi Karnik,2024-07-01,Health,Vehicle,140433,140433,13122,392495,Mumbai,West,135,Heavy Rain,Hospitalization,Mobile App,27,Male,Settled,27,No,0.36
C3472-H,P37444-W,Shalv Kapur,2024-08-17,Property,Health,137958,137958,32538,309286,Mumbai,West,205,Moderate Rain,House Damage,Agent,35,Female,Pending,22,No,0.45
C8046-D,P94398-A,Pari Venkatesh,2024-09-27,Agriculture,Health,55083,55083,25462,181034,Chennai,South,69,Heavy Rain,Crop Loss,Branch,27,Other,Settled,10,No,0.3
C7529-P,P16682-M,Samarth Kata,2024-05-25,Health,Vehicle,74592,74592,9886,333656,Mumbai,West,207,Flood,Hospitalization,Online,62,Male,Pending,18,No,0.22
C1451-H,P58084-J,Mehul Brar,2024-08-06,Vehicle,Agriculture,128978,128978,5856,332386,Ahmedabad,West,289,Light Rain,Crop Loss,Mobile App,31,Male,Pending,17,No,0.39
C1344-A,P46718-F,Mehul Dua,2024-06-25,Health,Agriculture,99759,99759,27778,395716,Jaipur,North,56,Light Rain,House Damage,Agent,27,Female,Settled,25,No,0.25
C7661-W,P42156-Q,Jayan Bala,2024-12-27,Vehicle,Property,40054,40054,28414,132522,Pune,West,92,Light Rain,Road Accident,Online,70,Other,Pending,15,Yes,0.3
C6015-F,P77537-H,Aarav Goda,2024-04-09,Health,Life,105573,105573,13659,249435,Delhi,North,86,Light Rain,Road Accident,Agent,54,Male,Settled,10,No,0.42
C6463-W,P32829-P,Hazel Kala,2024-01-03,Property,Agriculture,247074,247074,28528,358231,Mumbai,West,84,Flood,House Damage,Agent,31,Male,Pending,16,No,0.69
C7198-J,P56421-B,Kiara Jha,2024-12-25,Agriculture,Property,51844,51844,40088,321418,Jaipur,North,52,Flood,House Damage,Branch,26,Male,Rejected,20,No,0.16
C7876-K,P13457-W,Anvi Kata,2024-03-23,Vehicle,Vehicle,39048,39048,43477,303328,Mumbai,West,61,Heavy Rain,Crop Loss,Agent,66,Female,Settled,6,No,0.13
C5350-U,P70084-J,Armaan Edwin,2024-12-06,Agriculture,Life,77457,77457,11272,342621,Lucknow,North,201,Moderate Rain,Hospitalization,Branch,58,Male,Settled,20,No,0.23
C2601-U,P96250-F,Damini Suresh,2024-07-25,Health,Vehicle,23609,23609,17815,180757,Mumbai,West,161,Light Rain,House Damage,Branch,59,Male,Settled,24,No,0.13
C4362-A,P38246-Y,Pranay Sidhu,2024-01-17,Vehicle,Life,40869,40869,19119,234415,Hyderabad,South,125,Moderate Rain,Crop Loss,Branch,52,Other,Settled,22,No,0.17
C9426-R,P16764-A,Lakshay Bava,2024-05-31,Agriculture,Property,225396,225396,44308,308255,Ahmedabad,West,65,Flood,House Damage,Online,52,Other,Settled,6,No,0.73
C6139-O,P51967-B,Misha Karnik,2024-12-19,Vehicle,Agriculture,114463,114463,48385,375868,Bangalore,South,143,Flood,Hospitalization,Branch,67,Male,Settled,22,No,0.3
C1559-P,P42093-Y,Renee Sehgal,2024-07-20,Agriculture,Health,73171,73171,47746,209947,Mumbai,West,288,Heavy Rain,House Damage,Online,62,Female,Pending,16,No,0.35
C2585-O,P42309-R,Eshani Deo,2024-02-14,Health,Vehicle,117313,117313,24795,314256,Bangalore,South,294,Flood,Flood Damage,Agent,51,Male,Settled,17,No,0.37
C5104-Y,P70433-Y,Piya Mangat,2024-03-29,Agriculture,Property,218852,218852,46728,470282,Mumbai,West,300,Moderate Rain,Flood Damage,Online,69,Female,Settled,29,No,0.47
C4687-D,P58466-K,Shaan Sundaram,2024-12-30,Agriculture,Health,158920,158920,30072,380087,Bangalore,South,143,Flood,Road Accident,Agent,54,Male,Rejected,24,No,0.42
C2541-U,P77116-S,Shray Khosla,2024-09-05,Vehicle,Property,131270,109442,22094,314030,Mumbai,West,152,Light Rain,Flood Damage,Agent,34,Other,Pending,13,No,0.42
C1486-A,P30155-B,Tanya Sundaram,2024-12-18,Property,Property,413158,413158,35769,673466,Chennai,South,128,Flood,Road Accident,Agent,64,Male,Settled,24,No,0.61
C9617-J,P90534-Y,Yasmin Saran,2024-03-26,Vehicle,Health,32180,32180,31362,236417,Kolkata,East,148,Moderate Rain,Crop Loss,Online,23,Female,Settled,28,No,0.14
C3420-E,P18034-W,Jhanvi Tank,2024-04-07,Property,Vehicle,159093,159093,11795,383644,Chennai,South,150,Heavy Rain,Crop Loss,Agent,58,Male,Pending,14,No,0.41
C1883-F,P84447-W,Hridaan Keer,2024-05-31,Agriculture,Life,195925,195925,12226,302281,Ahmedabad,West,288,Moderate Rain,Road Accident,Online,28,Female,Settled,4,No,0.65
C3573-I,P46866-F,Neysa Vala,2024-08-23,Agriculture,Property,256263,256263,39064,543007,Bangalore,South,147,Flood,Road Accident,Mobile App,18,Male,Settled,3,No,0.47
C2548-N,P63592-F,Kaira Jain,2024-11-20,Property,Health,175986,175986,21087,385136,Bangalore,South,62,Light Rain,House Damage,Online,38,Female,Settled,28,No,0.46
C4179-A,P88016-D,Akarsh Rajagopalan,2024-01-22,Agriculture,Vehicle,259891,259891,28312,499694,Chennai,South,277,Moderate Rain,Flood Damage,Branch,64,Male,Settled,30,No,0.52
C9395-N,P75124-Y,Rati Savant,2024-01-22,Vehicle,Agriculture,40783,40783,23365,216059,Jaipur,North,272,Flood,Crop Loss,Branch,31,Other,Settled,10,No,0.19
C3461-T,P42821-A,Dharmajan Varma,2024-08-25,Vehicle,Health,122277,73494,19564,222221,Hyderabad,South,291,Moderate Rain,Hospitalization,Online,30,Male,Settled,21,No,0.55
C2371-C,P62910-M,Stuvan Konda,2024-04-13,Health,Health,82075,82075,11500,148805,Hyderabad,South,276,Heavy Rain,House Damage,Mobile App,47,Other,Pending,23,No,0.55
C4563-R,P64953-P,Aaina Buch,2024-07-06,Agriculture,Vehicle,218326,218326,34553,286283,Jaipur,North,104,Light Rain,Road Accident,Online,38,Other,Settled,6,No,0.76
C5935-J,P97532-T,Yasmin Bal,2024-03-17,Agriculture,Life,261090,261090,35214,540184,Jaipur,North,133,Flood,Crop Loss,Agent,31,Female,Settled,17,No,0.48
C5613-E,P15200-E,Rasha Gera,2024-09-15,Vehicle,Life,135167,135167,23947,306313,Chennai,South,128,Moderate Rain,Road Accident,Agent,26,Other,Pending,22,No,0.44
C2375-U,P17430-Z,Amira Saraf,2024-03-09,Health,Vehicle,21123,21123,29320,148966,Bangalore,South,165,Flood,Crop Loss,Online,49,Other,Settled,13,No,0.14
C9427-D,P25877-E,Ivana Apte,2024-04-18,Health,Property,157947,157947,49255,244035,Hyderabad,South,238,Moderate Rain,Flood Damage,Branch,49,Other,Settled,9,No,0.65
C4275-V,P65439-B,Madhav Ranganathan,2024-05-10,Agriculture,Agriculture,191243,111643,13005,373721,Kolkata,East,299,Flood,House Damage,Online,68,Other,Pending,27,Yes,0.51
C3011-D,P79396-U,Badal Mane,2024-03-26,Property,Health,422749,213816,45026,716163,Ahmedabad,West,183,Heavy Rain,Flood Damage,Online,18,Male,Settled,11,No,0.59
C8104-K,P65140-E,Alisha Talwar,2024-03-03,Property,Property,123349,123349,10607,368304,Bangalore,South,146,Flood,Crop Loss,Branch,64,Other,Pending,26,No,0.33
C7077-V,P67235-I,Damini Madan,2024-01-16,Vehicle,Vehicle,66120,66120,48617,297484,Chennai,South,178,Flood,House Damage,Online,41,Male,Settled,21,No,0.22
C3154-T,P36240-B,Yasmin Bobal,2024-04-11,Health,Agriculture,36453,36453,48791,98596,Bangalore,South,231,Heavy Rain,Road Accident,Mobile App,33,Female,Pending,16,No,0.37
C9631-O,P58827-H,Tushar Bumb,2024-01-21,Vehicle,Agriculture,63587,63587,38132,336497,Ahmedabad,West,275,Light Rain,Flood Damage,Mobile App,49,Male,Pending,18,No,0.19
C7651-B,P96717-N,Gokul Shukla,2024-01-30,Agriculture,Vehicle,180150,180150,42285,363880,Jaipur,North,117,Moderate Rain,Crop Loss,Online,59,Female,Pending,20,No,0.5
C9431-X,P59374-V,Jhanvi Rama,2024-12-23,Property,Property,443243,443243,21243,553150,Bangalore,South,151,Heavy Rain,Hospitalization,Mobile App,25,Male,Settled,25,No,0.8
C9945-R,P85854-P,Suhana Dugal,2024-04-04,Vehicle,Vehicle,63415,63415,9786,340959,Mumbai,West,260,Light Rain,Road Accident,Branch,38,Other,Settled,23,No,0.19
C2597-O,P74434-T,Divit Gandhi,2024-02-19,Health,Agriculture,56752,56752,27739,269893,Jaipur,North,115,Light Rain,Hospitalization,Mobile App,52,Male,Pending,20,No,0.21
C3456-D,P33594-S,Samaira Balasubramanian,2024-10-27,Property,Vehicle,496216,496216,30687,756928,Hyderabad,South,92,Light Rain,Flood Damage,Branch,65,Other,Settled,22,No,0.66
C9916-J,P71583-U,Raghav Dash,2024-01-30,Agriculture,Life,281073,281073,26494,438102,Pune,West,74,Flood,House Damage,Agent,24,Female,Pending,15,No,0.64
C9792-G,P78861-Z,Himmat Subramaniam,2024-11-28,Vehicle,Vehicle,90365,90365,23584,326232,Chennai,South,194,Moderate Rain,Flood Damage,Online,54,Female,Settled,23,No,0.28
C6687-X,P10871-P,Zain Shere,2024-03-29,Health,Life,112295,112295,45421,404945,Hyderabad,South,91,Heavy Rain,Flood Damage,Branch,66,Male,Settled,28,No,0.28
C7514-U,P61587-A,Advika Iyengar,2024-10-23,Health,Life,142692,142692,35679,241151,Ahmedabad,West,54,Flood,Road Accident,Branch,39,Female,Settled,12,No,0.59
C2039-M,P48351-T,Aaryahi Srinivasan,2024-03-14,Vehicle,Agriculture,85557,85557,24907,241728,Bangalore,South,143,Light Rain,Flood Damage,Agent,49,Male,Pending,14,No,0.35
C3214-S,P92296-R,Nitya Sant,2024-09-30,Agriculture,Agriculture,123483,123483,45783,301493,Kolkata,East,267,Light Rain,Hospitalization,Online,21,Male,Settled,3,No,0.41
C3606-E,P71402-R,Sumer Manne,2024-05-26,Health,Life,87358,87358,41015,152118,Lucknow,North,158,Moderate Rain,Road Accident,Mobile App,53,Male,Rejected,22,No,0.57
C4524-K,P71375-F,Rhea Krishnan,2024-10-19,Property,Property,463190,463190,45177,650441,Jaipur,North,105,Moderate Rain,Road Accident,Online,20,Male,Pending,29,No,0.71
C3435-E,P15512-B,Kaira Bains,2024-01-22,Health,Property,140961,140961,12135,243067,Jaipur,North,81,Heavy Rain,Road Accident,Agent,51,Female,Pending,6,No,0.58
C3144-S,P83101-Z,Madhav Sachar,2024-07-16,Vehicle,Health,63011,63011,30261,298996,Lucknow,North,67,Light Rain,Crop Loss,Branch,27,Female,Settled,10,No,0.21
C7057-X,P16332-W,Divij Koshy,2024-10-17,Health,Property,101189,101189,40317,290834,Jaipur,North,154,Heavy Rain,Crop Loss,Mobile App,46,Other,Pending,24,No,0.35
C5956-E,P10230-Y,Lakshit Ray,2024-04-09,Health,Life,37690,37690,14375,268934,Ahmedabad,West,103,Moderate Rain,Road Accident,Online,29,Female,Settled,28,No,0.14
C8767-T,P80675-A,Saanvi Wali,2024-09-11,Vehicle,Health,85579,85579,13828,365313,Ahmedabad,West,262,Heavy Rain,Crop Loss,Mobile App,68,Male,Pending,25,No,0.23
C8315-J,P90510-A,Hridaan Verma,2024-12-20,Property,Vehicle,449804,384812,18507,744014,Kolkata,East,241,Heavy Rain,House Damage,Branch,43,Other,Settled,25,No,0.6
C5084-I,P62183-P,Yuvaan Chaudry,2024-09-14,Agriculture,Agriculture,149860,149860,41698,200846,Delhi,North,234,Heavy Rain,Hospitalization,Agent,50,Female,Settled,29,No,0.75
C9659-R,P15346-C,Kiara Jha,2024-09-18,Property,Life,137419,137419,37749,361892,Hyderabad,South,76,Moderate Rain,Crop Loss,Agent,32,Female,Rejected,29,No,0.38
C1690-E,P97053-R,Kashvi Divan,2024-04-14,Vehicle,Vehicle,119309,119309,11858,365566,Kolkata,East,77,Heavy Rain,House Damage,Branch,28,Other,Pending,11,No,0.33
C3306-J,P42921-J,Rati Magar,2024-08-07,Vehicle,Agriculture,64813,64813,32514,284577,Lucknow,North,249,Light Rain,Flood Damage,Mobile App,31,Other,Settled,27,No,0.23
C6368-E,P33317-K,Ira Kant,2024-09-27,Property,Vehicle,363374,363374,45347,420058,Hyderabad,South,91,Light Rain,Crop Loss,Branch,51,Male,Settled,23,No,0.87
C8661-G,P14671-M,Shaan Kapoor,2024-01-03,Agriculture,Vehicle,191598,170992,20971,423237,Pune,West,280,Moderate Rain,Crop Loss,Online,40,Female,Rejected,8,No,0.45
C6440-O,P99333-I,Miraan Verma,2024-09-29,Property,Health,312751,312751,47848,519207,Mumbai,West,233,Flood,Road Accident,Branch,34,Female,Settled,17,No,0.6
C6055-X,P84146-I,Lakshit Setty,2024-06-06,Vehicle,Vehicle,75481,75481,28314,249241,Kolkata,East,122,Heavy Rain,Road Accident,Agent,69,Male,Rejected,6,No,0.3
C7842-S,P69875-Y,Jayant Iyengar,2024-07-03,Vehicle,Health,84105,84105,42265,194206,Kolkata,East,190,Light Rain,Flood Damage,Branch,67,Other,Settled,22,No,0.43
C7828-R,P84727-B,Alisha Sami,2024-03-28,Health,Property,127439,127439,15126,411015,Bangalore,South,195,Moderate Rain,Hospitalization,Mobile App,29,Other,Settled,27,No,0.31
C1062-J,P76870-U,Mishti Bhargava,2024-04-25,Health,Property,159879,159879,17852,257324,Kolkata,East,187,Moderate Rain,Crop Loss,Agent,57,Female,Settled,20,No,0.62
C2448-E,P32421-C,Ishita Suri,2024-10-14,Property,Life,226509,127537,10314,484301,Hyderabad,South,199,Flood,Road Accident,Branch,64,Male,Rejected,17,No,0.47
C2267-C,P95426-I,Tarini Sekhon,2024-09-23,Property,Life,351975,351975,6202,508418,Mumbai,West,189,Light Rain,Road Accident,Branch,43,Male,Pending,25,No,0.69
C8094-U,P11874-Y,Abram Kala,2024-08-29,Agriculture,Life,272618,272618,24129,359010,Mumbai,West,56,Flood,House Damage,Mobile App,41,Female,Pending,20,No,0.76
C8566-H,P73564-X,Biju Dewan,2024-06-09,Agriculture,Life,62782,62782,47801,289107,Pune,West,226,Heavy Rain,Crop Loss,Online,40,Other,Settled,9,No,0.22
C1849-R,P20538-O,Eshani Raval,2024-12-23,Agriculture,Agriculture,123504,107482,23702,234074,Pune,West,100,Heavy Rain,Road Accident,Online,47,Female,Settled,7,No,0.53
C7981-P,P24370-E,Saanvi Bhandari,2024-05-14,Health,Agriculture,46041,25659,38118,187137,Chennai,South,116,Heavy Rain,Flood Damage,Branch,59,Other,Pending,18,No,0.25
C4902-Y,P96224-I,Aarush Sachdev,2024-08-11,Vehicle,Health,34875,34875,35614,305779,Pune,West,287,Light Rain,House Damage,Mobile App,58,Male,Settled,30,No,0.11
C3425-D,P79416-C,Misha Dani,2024-04-19,Vehicle,Health,142636,142636,46347,316151,Mumbai,West,235,Flood,Flood Damage,Online,24,Female,Pending,28,No,0.45
C1292-H,P19910-S,Neelofar Edwin,2024-07-13,Vehicle,Agriculture,126737,126737,14978,351714,Pune,West,281,Moderate Rain,Hospitalization,Online,19,Female,Settled,18,No,0.36
C5003-W,P70795-X,Diya Saini,2024-09-18,Agriculture,Life,126970,74662,42814,318552,Chennai,South,294,Light Rain,Flood Damage,Mobile App,19,Other,Pending,10,No,0.4
C1099-V,P28408-T,Aradhya Singh,2024-01-06,Property,Property,440140,440140,38979,506156,Mumbai,West,267,Moderate Rain,Road Accident,Mobile App,69,Female,Settled,18,No,0.87
C2214-D,P51703-J,Emir Loke,2024-05-17,Health,Vehicle,151293,151293,9812,263781,Ahmedabad,West,93,Heavy Rain,Road Accident,Mobile App,18,Male,Settled,5,No,0.57
C9468-K,P11101-X,Rohan Chakrabarti,2024-01-27,Agriculture,Property,272033,272033,7750,516134,Mumbai,West,61,Moderate Rain,House Damage,Agent,54,Female,Settled,7,No,0.53
C6706-I,P74981-V,Eva Chawla,2024-08-12,Property,Agriculture,245500,245500,37098,379543,Jaipur,North,143,Light Rain,Flood Damage,Online,57,Male,Rejected,20,No,0.65
C7857-L,P55682-Y,Saanvi Bail,2024-05-30,Property,Agriculture,264305,264305,21195,326308,Kolkata,East,108,Flood,Road Accident,Online,18,Other,Settled,5,No,0.81
C9182-N,P10186-V,Rasha Sura,2024-09-03,Vehicle,Vehicle,49183,49183,36107,151990,Bangalore,South,160,Flood,Crop Loss,Branch,35,Male,Settled,11,No,0.32
C9159-M,P15097-I,Hansh Rege,2024-11-26,Vehicle,Life,49425,49425,33104,337362,Kolkata,East,253,Flood,Flood Damage,Branch,52,Other,Pending,17,No,0.15
C1349-R,P45121-H,Nitya Chowdhury,2024-11-14,Agriculture,Agriculture,131151,131151,7587,192255,Chennai,South,267,Heavy Rain,Hospitalization,Mobile App,44,Other,Settled,10,No,0.68
C4195-Y,P94352-H,Hazel Dugal,2024-11-22,Health,Agriculture,76277,76277,20730,234265,Pune,West,92,Heavy Rain,House Damage,Branch,28,Female,Pending,20,No,0.33
C8784-M,P92070-P,Pari Keer,2024-08-03,Property,Agriculture,350031,350031,47152,607263,Lucknow,North,267,Moderate Rain,Road Accident,Agent,21,Other,Settled,15,No,0.58
C4050-O,P18103-D,Jhanvi Varghese,2024-01-22,Health,Agriculture,136548,136548,33560,362511,Hyderabad,South,193,Moderate Rain,House Damage,Branch,50,Male,Pending,18,No,0.38
C9973-Y,P87530-D,Vidur Mall,2024-11-10,Property,Health,170113,170113,21535,448738,Mumbai,West,179,Light Rain,Crop Loss,Online,42,Other,Pending,15,No,0.38
C2249-F,P70202-T,Aarush Sane,2024-05-13,Vehicle,Health,110527,110527,8326,178656,Lucknow,North,254,Flood,Road Accident,Branch,49,Other,Pending,22,No,0.62
C7201-M,P48637-T,Madhup Thaman,2024-05-10,Vehicle,Life,115062,80287,38258,303066,Kolkata,East,92,Heavy Rain,Crop Loss,Mobile App,23,Other,Pending,16,No,0.38
C5565-Y,P29473-O,Adira Bose,2024-01-27,Property,Health,449310,268493,13674,618672,Jaipur,North,183,Heavy Rain,Road Accident,Branch,68,Other,Settled,25,No,0.73
C9119-X,P78705-E,Aarav Raval,2024-01-21,Property,Vehicle,232910,232910,34531,373025,Ahmedabad,West,217,Flood,Road Accident,Mobile App,58,Female,Rejected,29,No,0.62
C1738-J,P43239-N,Heer Ben,2024-09-08,Vehicle,Health,40229,40229,17160,187952,Chennai,South,137,Heavy Rain,Flood Damage,Branch,21,Male,Settled,28,No,0.21
C2230-C,P44232-M,Ayesha Khatri,2024-03-10,Property,Health,436294,436294,15748,680902,Pune,West,246,Light Rain,Crop Loss,Online,45,Other,Settled,9,No,0.64
C5848-V,P94129-Y,Jayant Sarkar,2024-05-02,Vehicle,Health,106515,106515,18026,366544,Mumbai,West,74,Flood,Flood Damage,Mobile App,52,Female,Settled,3,No,0.29
C2648-Z,P65292-Z,Hrishita Balasubramanian,2024-05-25,Health,Vehicle,153396,153396,45931,349776,Delhi,North,262,Moderate Rain,Crop Loss,Online,64,Male,Settled,4,No,0.44
C9073-E,P68930-J,Advika Bhargava,2024-01-04,Health,Health,83203,83203,24621,243122,Ahmedabad,West,74,Moderate Rain,Crop Loss,Online,41,Other,Pending,11,No,0.34
C9615-D,P92908-V,Akarsh Bhattacharyya,2024-08-16,Agriculture,Life,282778,282778,31488,505711,Mumbai,West,74,Flood,Flood Damage,Online,19,Male,Settled,12,No,0.56
C5325-W,P53612-O,Lagan Bassi,2024-04-19,Vehicle,Agriculture,42391,42391,27889,267221,Bangalore,South,124,Heavy Rain,Flood Damage,Agent,30,Male,Settled,30,No,0.16
C7429-X,P37210-A,Aaryahi Buch,2024-05-15,Vehicle,Agriculture,46301,46301,18976,165583,Ahmedabad,West,300,Heavy Rain,Crop Loss,Branch,20,Male,Pending,10,No,0.28
C5326-C,P90678-X,Ranbir Shanker,2024-03-28,Agriculture,Vehicle,113957,113957,7065,196589,Ahmedabad,West,105,Moderate Rain,Hospitalization,Online,45,Male,Settled,18,No,0.58
C4419-Y,P10076-F,Shamik Raju,2024-02-25,Agriculture,Vehicle,81704,81704,7530,296691,Mumbai,West,216,Light Rain,Road Accident,Online,61,Male,Pending,21,Yes,0.28
C5702-Q,P99325-P,Prisha Bora,2024-11-05,Vehicle,Vehicle,133721,73502,46777,232333,Kolkata,East,195,Light Rain,Crop Loss,Agent,46,Female,Settled,4,No,0.58
C4509-V,P81422-D,Manikya Madan,2024-09-25,Health,Vehicle,129302,129302,24880,375356,Ahmedabad,West,229,Light Rain,Flood Damage,Mobile App,36,Other,Pending,6,No,0.34
C6919-V,P17359-R,Neelofar Dewan,2024-09-09,Vehicle,Property,102010,102010,40791,331525,Pune,West,62,Light Rain,House Damage,Online,23,Other,Settled,26,No,0.31
C3345-S,P67070-N,Samarth Saran,2024-03-09,Agriculture,Vehicle,80261,80261,40105,287350,Mumbai,West,170,Moderate Rain,Road Accident,Agent,46,Male,Settled,12,No,0.28
C7471-J,P74194-G,Shray Sekhon,2024-09-05,Property,Health,409303,409303,25917,558515,Bangalore,South,225,Flood,Hospitalization,Mobile App,60,Male,Pending,27,No,0.73
C1883-W,P94824-P,Sahil Kalita,2024-01-01,Health,Health,53679,38758,26493,256149,Lucknow,North,226,Light Rain,Road Accident,Branch,31,Male,Pending,16,No,0.21
C9548-S,P16746-C,Fateh Varkey,2024-07-04,Agriculture,Agriculture,128047,118112,28256,318834,Delhi,North,121,Flood,Crop Loss,Agent,40,Other,Settled,19,No,0.4
C2421-V,P79075-F,Hazel Mannan,2024-07-21,Agriculture,Vehicle,166537,166537,22860,281228,Pune,West,56,Flood,Hospitalization,Mobile App,27,Male,Settled,8,No,0.59
C5065-N,P13174-H,Ritvik Sinha,2024-08-28,Property,Life,416943,416943,25142,652581,Hyderabad,South,129,Heavy Rain,Hospitalization,Agent,28,Other,Settled,21,No,0.64
C3234-D,P66466-A,Tiya Agrawal,2024-06-16,Property,Life,369135,369135,28255,464442,Hyderabad,South,118,Moderate Rain,Hospitalization,Branch,39,Other,Settled,21,No,0.79
C4384-H,P45317-L,Zoya Deshmukh,2024-05-23,Vehicle,Vehicle,143094,143094,46176,413370,Jaipur,North,211,Light Rain,Crop Loss,Mobile App,29,Female,Rejected,6,No,0.35
C8957-S,P16792-R,Prerak Suri,2024-10-22,Property,Life,189995,189995,17429,409311,Delhi,North,273,Flood,House Damage,Online,57,Other,Settled,9,No,0.46
C2552-I,P34997-N,Kiaan Kannan,2024-05-08,Health,Vehicle,95589,95589,17015,350417,Jaipur,North,272,Flood,Crop Loss,Agent,68,Other,Settled,4,No,0.27
